name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Jacory Croskey-Merritt,23,23,RB,RB,WAS,3126952,16,218,1012,4.6,10,15,12,56,3.5,4.7,0,2,152,9.5,2026
Jadarian Price,24,24,RB,RB,SEA,28875230,16,215,943,4.4,7,34,27,262,16.4,9.7,2,3,151,9.4,2026
Chuba Hubbard,25,25,RB,RB,CAR,2865693,16,191,806,4.2,7,44,35,233,14.6,6.7,3,2,144,9,2026
Rhamondre Stevenson,26,26,RB,RB,NE,3125832,16,185,737,4,7,45,38,360,22.5,9.5,2,3,142,8.9,2026
Travis Etienne,27,27,RB,RB,NO,2809206,16,202,796,3.9,4,64,47,319,19.9,6.8,4,1,140,8.8,2026
J.K. Dobbins,28,28,RB,RB,DEN,2804420,16,224,1041,4.7,6,21,17,62,3.9,3.7,0,1,133,8.3,2026
Jaylen Warren,29,29,RB,RB,PIT,3126535,16,179,776,4.3,6,48,41,292,18.3,7.1,1,2,128,8,2026
Tony Pollard,30,31,RB,RB,TEN,2184011,16,199,882,4.4,6,41,31,178,11.1,5.7,0,2,124,7.8,2026
Jordan Mason,31,30,RB,RB,MIN,2967536,16,183,894,4.9,7,16,14,66,4.1,4.7,0,1,124,7.8,2026
Kyle Monangai,32,32,RB,RB,CHI,3177368,16,197,895,4.5,5,35,24,221,13.8,9.2,0,1,123,7.7,2026
MarShawn Lloyd,33,33,RB,RB,GB,3162514,16,207,840,4.1,6,22,11,116,7.3,10.6,1,2,119,7.4,2026
R. Harvey,34,34,RB,RB,DEN,3121207,16,135,479,3.6,5,56,46,329,20.6,7.2,4,1,116,7.3,2026
TreVeyon Henderson,35,35,RB,RB,NE,26699547,16,158,736,4.7,6,36,29,172,10.8,5.9,1,1,115,7.2,2026
Rico Dowdle,36,36,RB,RB,PIT,2252798,16,150,634,4.2,6,44,32,223,13.9,7,1,1,109,6.8,2026
Blake Corum,37,37,RB,RB,LAR,3169252,16,173,876,5.1,5,8,5,30,1.9,6,0,1,108,6.8,2026
Kaelon Black,38,38,RB,RB,SF,3162599,16,186,739,4,5,17,13,124,7.8,9.5,1,2,103,6.4,2026
Aaron Jones,39,39,RB,RB,MIN,2071937,16,146,645,4.4,4,46,32,240,15,7.5,1,1,102,6.4,2026
Kenneth Gainwell,40,40,RB,RB,TB,2968948,16,111,464,4.2,3,60,52,378,23.6,7.3,2,1,97,6.1,2026
Jonathon Brooks,41,41,RB,RB,CAR,26730706,16,144,567,3.9,4,26,18,230,14.4,12.8,1,1,92,5.8,2026
Chris Rodriguez Jr.,42,42,RB,RB,JAC,2964667,16,148,575,3.9,7,2,2,17,1.1,8.5,0,1,90,5.6,2026
Josh Jacobs,43,43,RB,RB,GB,2257876,14,115,449,3.9,5,31,25,204,14.6,8.2,1,1,82,5.9,2026
Rachaad White,44,44,RB,RB,WAS,3169147,16,108,517,4.8,4,24,22,144,9,6.6,1,1,79,4.9,2026
Alvin Kamara,45,45,RB,RB,NO,2082721,16,122,450,3.7,3,41,32,240,15,7.5,1,1,76,4.8,2026
Zach Charbonnet,46,46,RB,RB,SEA,3123810,13,109,452,4.2,6,21,17,136,10.5,8,0,1,75,5.8,2026
Tyler Allgeier,47,47,RB,RB,ARI,2975590,16,133,470,3.5,5,19,17,100,6.3,5.9,0,1,71,4.4,2026
Brian Robinson Jr.,48,48,RB,RB,ATL,2741207,16,120,533,4.4,4,5,4,24,1.5,6,0,1,69,4.3,2026
Christopher Brooks,49,49,RB,RB,GB,2962350,16,125,565,4.5,3,18,12,81,5.1,6.8,0,1,69,4.3,2026
Woody Marks,50,50,RB,RB,HOU,3171045,16,118,456,3.9,2,27,18,141,8.8,7.8,2,1,65,4.1,2026
T. Johnson,51,51,RB,RB,BUF,2179323,16,49,200,4.1,2,32,25,293,18.3,11.7,3,0,63,3.9,2026
Justice Hill,52,52,RB,RB,BAL,2250388,16,61,298,4.9,3,27,22,196,12.3,8.9,2,0,63,3.9,2026
Mike Washington Jr.,53,53,RB,RB,LV,26693539,16,118,414,3.5,3,28,21,174,10.9,8.3,1,2,62,3.9,2026
Braelon Allen,54,54,RB,RB,NYJ,26726580,16,120,511,4.3,2,19,12,88,5.5,7.3,1,2,61,3.8,2026
Samaje Perine,55,56,RB,RB,CIN,2131148,16,91,405,4.5,4,23,19,156,9.8,8.2,0,2,60,3.8,2026
Tyjae Spears,56,55,RB,RB,TEN,3122588,16,82,312,3.8,3,54,46,298,18.6,6.5,0,1,60,3.8,2026
Emmett Johnson,57,57,RB,RB,KC,28877097,16,107,418,3.9,3,15,12,124,7.8,10.3,1,2,59,3.7,2026
Adam Randall,58,59,RB,RB,BAL,28878514,13,63,341,5.4,3,17,13,149,11.5,11.5,1,1,54,4.2,2026
Emanuel Wilson,59,58,RB,RB,SEA,29104952,16,100,404,4,3,13,11,75,4.7,6.8,0,0,54,3.4,2026
Tank Bigsby,60,60,RB,RB,PHI,3162021,16,70,381,5.4,3,4,3,28,1.8,9.3,0,0,49,3.1,2026
Kimani Vidal,61,61,RB,RB,LAC,3163421,16,80,326,4.1,2,21,15,135,8.4,9,1,0,49,3.1,2026
Keaton Mitchell,62,62,RB,RB,LAC,3164710,16,100,440,4.4,2,11,8,56,3.5,7,0,1,48,3,2026
Dylan Sampson,63,63,RB,RB,CLE,28912068,12,75,216,2.9,1,36,28,259,21.6,9.3,2,2,45,3.8,2026
George Holani,64,64,RB,RB,SEA,3131661,16,113,393,3.5,3,13,9,68,4.3,7.6,0,4,44,2.8,2026
Devin Singletary,65,65,RB,RB,NYG,2241251,16,69,248,3.6,2,10,9,67,4.2,7.4,1,0,38,2.4,2026
Jaylen Wright,66,66,RB,RB,MIA,26698774,16,98,348,3.6,2,10,5,39,2.4,7.8,0,2,36,2.3,2026
Kyle Juszczyk,67,67,RB,FB,SF,1683145,16,4,2,0.5,0,32,26,234,14.6,9,2,0,27,1.7,2026
LeQuint Allen,68,68,RB,RB,JAC,28877884,16,56,208,3.7,1,9,9,51,3.2,5.7,0,0,22,1.4,2026
Seth McGowan,69,69,RB,RB,IND,3161581,16,29,132,4.6,2,4,3,24,1.5,8,0,0,19,1.2,2026
Sean Tucker,70,70,RB,RB,TB,3168416,16,31,129,4.2,2,1,1,5,0.3,5,0,0,18,1.1,2026
Isaiah Davis,71,72,RB,RB,NYJ,26718641,16,30,162,5.4,1,8,6,57,3.6,9.5,0,0,17,1.1,2026
Kendre Miller,72,71,RB,RB,NO,3162256,16,29,113,3.9,2,1,1,5,0.3,5,0,0,17,1.1,2026
Kaytron Allen,73,73,RB,RB,WAS,28875485,16,33,160,4.9,1,2,2,19,1.2,9.5,0,0,16,1,2026
Emari Demercado,74,74,RB,RB,DAL,2964372,16,39,231,5.9,0,9,6,50,3.1,8.3,0,1,15,0.9,2026
Roschon Johnson,75,75,RB,RB,CHI,3121395,16,26,79,3,2,3,2,14,0.9,7,0,0,15,0.9,2026
Michael Burton,76,76,RB,FB,CLE,1759407,16,8,9,1.1,1,8,6,39,2.4,6.5,1,0,13,0.8,2026
Andrew Beck,77,77,RB,FB,NYJ,2131774,16,1,7,7,0,7,4,34,2.1,8.5,2,0,13,0.8,2026
D. Giddens,78,80,RB,RB,IND,26695679,16,29,129,4.5,1,1,1,11,0.7,11,0,0,12,0.8,2026
Najee Harris,79,81,RB,RB,NYG,2741200,16,32,140,4.4,1,1,1,9,0.6,9,0,0,12,0.8,2026
Jonah Coleman,80,79,RB,RB,DEN,28877250,16,29,122,4.2,1,3,2,21,1.3,10.5,0,0,12,0.8,2026
Demond Claiborne,81,78,RB,RB,MIN,28883197,16,28,127,4.5,1,3,2,20,1.3,10,0,0,12,0.8,2026
Raheim Sanders,82,85,RB,RB,CLE,26700087,16,28,99,3.5,1,6,4,36,2.3,9,0,0,11,0.7,2026
Nicholas Singleton,83,84,RB,RB,TEN,28876754,16,23,95,4.1,1,3,2,20,1.3,10,0,0,11,0.7,2026
Eli Heidenreich,84,82,RB,RB,PIT,28901170,16,27,107,4,1,3,2,20,1.3,10,0,0,11,0.7,2026
Jacob Saylors,85,86,RB,RB,DET,2976071,16,23,110,4.8,1,3,3,28,1.8,9.3,0,0,11,0.7,2026
Zonovan Knight,86,83,RB,RB,ARI,3121860,16,26,84,3.2,1,3,3,20,1.3,6.7,0,0,11,0.7,2026
Jordan James,87,87,RB,RB,SF,28916212,16,19,77,4.1,1,3,2,20,1.3,10,0,0,10,0.6,2026
Isaac Guerendo,88,88,RB,RB,SF,2964154,13,25,126,5,1,3,3,28,2.2,9.3,0,0,10,0.8,2026
Ollie Gordon II,89,89,RB,RB,MIA,28873887,16,28,73,2.6,1,1,1,3,0.2,3,0,0,9,0.6,2026
Sione Vaki,90,91,RB,RB,DET,28877349,16,49,159,3.2,0,2,1,16,1,16,0,0,8,0.5,2026
Ray Davis,91,92,RB,RB,BUF,3123108,16,34,155,4.6,0,2,2,17,1.1,8.5,0,0,8,0.5,2026
Rasheen Ali,92,90,RB,RB,BAL,3168797,16,10,35,3.5,0,7,6,43,2.7,7.2,1,0,8,0.5,2026
James Conner,93,93,RB,RB,ARI,2071585,13,21,71,3.4,1,3,3,23,1.8,7.7,0,0,7,0.5,2026
Jeremy McNichols,94,94,RB,RB,WAS,2139987,13,13,68,5.2,1,7,6,43,3.3,7.2,0,0,7,0.5,2026
Jaleel McLaughlin,95,95,RB,RB,CLE,26725939,16,28,132,4.7,0,3,2,9,0.6,4.5,0,0,6,0.4,2026
A. Dillon,96,98,RB,RB,CAR,2867083,16,27,129,4.8,0,2,2,14,0.9,7,0,0,6,0.4,2026
Tyrone Tracy Jr.,97,97,RB,RB,NYG,2963637,16,32,138,4.3,0,2,2,14,0.9,7,0,0,6,0.4,2026
Hunter Luepke,98,96,RB,RB,DAL,2969438,16,17,80,4.7,0,8,7,60,3.8,8.6,0,0,6,0.4,2026
Kene Nwangwu,99,100,RB,RB,NYJ,2261254,16,30,127,4.2,0,1,0,4,0.3,0,0,0,5,0.3,2026
British Brooks,100,99,RB,RB,HOU,2961993,16,28,122,4.4,0,0,0,3,0.2,0,0,0,5,0.3,2026
